"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN KHARIF CONSUMPTION (tons)","PHOSPHATE KHARIF CONSUMPTION (tons)","POTASH KHARIF CONSUMPTION (tons)","TOTAL KHARIF CONSUMPTION (tons)"
"119","1999","7","Maharashtra","Bhandara","-1.0","-1.0","-1.0","-1.0"
"119","2000","7","Maharashtra","Bhandara","21384.0","10655.0","3753.0","35792.0"
"119","2001","7","Maharashtra","Bhandara","21685.0","11167.0","3619.0","36471.0"
"119","2002","7","Maharashtra","Bhandara","18046.0","9232.0","3073.0","30351.0"
"119","2003","7","Maharashtra","Bhandara","19266.0","10373.0","3282.0","32921.0"
"119","2004","7","Maharashtra","Bhandara","20016.0","9259.0","3133.0","32408.0"
"119","2005","7","Maharashtra","Bhandara","21935.0","10075.0","3660.0","35670.0"
"119","2006","7","Maharashtra","Bhandara","25653.0","14035.0","4532.0","44220.0"
"119","2007","7","Maharashtra","Bhandara","27939.0","11898.0","5713.0","45550.0"
"119","2008","7","Maharashtra","Bhandara","25139.0","7175.0","866.0","33180.0"
"119","2009","7","Maharashtra","Bhandara","22830.0","13533.0","735.0","37098.0"
"119","2010","7","Maharashtra","Bhandara","26499.0","15270.0","3788.0","45557.0"
"119","2011","7","Maharashtra","Bhandara","23475.0","11644.0","804.0","35923.0"
"119","2012","7","Maharashtra","Bhandara","24853.0","12862.0","3293.0","41008.0"
"119","2013","7","Maharashtra","Bhandara","28278.0","9982.0","2668.0","40928.0"
"119","2014","7","Maharashtra","Bhandara","26008.0","12493.0","2527.0","41028.0"
"119","2015","7","Maharashtra","Bhandara","31014.0","11936.0","1438.0","44388.0"
"119","2016","7","Maharashtra","Bhandara","41203.0","15100.0","2798.0","59101.0"
"119","2017","7","Maharashtra","Bhandara","29421.0","11012.0","1578.0","42011.0"
"120","1990","7","Maharashtra","Chandrapur","10595.0","2892.0","926.0","14413.0"
"120","1991","7","Maharashtra","Chandrapur","12877.0","4431.0","2064.0","19372.0"
"120","1992","7","Maharashtra","Chandrapur","12877.0","4431.0","2064.0","19372.0"
"120","1993","7","Maharashtra","Chandrapur","14676.0","4015.0","803.0","19494.0"
"120","1994","7","Maharashtra","Chandrapur","16633.0","5808.0","2029.0","24470.0"
"120","1995","7","Maharashtra","Chandrapur","21270.0","7532.0","2186.0","30988.0"
"120","1996","7","Maharashtra","Chandrapur","19047.0","5887.0","1896.0","26830.0"
"120","1997","7","Maharashtra","Chandrapur","19383.0","8179.0","756.0","28318.0"
"120","1998","7","Maharashtra","Chandrapur","-1.0","-1.0","-1.0","-1.0"
"120","1999","7","Maharashtra","Chandrapur","-1.0","-1.0","-1.0","-1.0"
"120","2000","7","Maharashtra","Chandrapur","21522.0","10735.0","2013.0","34270.0"
"120","2001","7","Maharashtra","Chandrapur","21916.0","11249.0","1941.0","35106.0"
"120","2002","7","Maharashtra","Chandrapur","21102.0","12523.0","3348.0","36973.0"
"120","2003","7","Maharashtra","Chandrapur","19811.0","11095.0","2823.0","33729.0"
"120","2004","7","Maharashtra","Chandrapur","22175.0","13474.0","3643.0","39292.0"
"120","2005","7","Maharashtra","Chandrapur","24224.0","13303.0","2842.0","40369.0"
"120","2006","7","Maharashtra","Chandrapur","28331.0","18532.0","3519.0","50382.0"
"120","2007","7","Maharashtra","Chandrapur","30780.0","15997.0","4464.0","51241.0"
"120","2008","7","Maharashtra","Chandrapur","28525.0","11635.0","2913.0","43073.0"
"120","2009","7","Maharashtra","Chandrapur","29795.0","22292.0","3765.0","55852.0"
"120","2010","7","Maharashtra","Chandrapur","30256.0","24196.0","5331.0","59783.0"
"120","2011","7","Maharashtra","Chandrapur","28179.0","13838.0","1368.0","43385.0"
"120","2012","7","Maharashtra","Chandrapur","33414.0","17357.0","5212.0","55983.0"
"120","2013","7","Maharashtra","Chandrapur","34958.0","9395.0","3101.0","47454.0"
"120","2014","7","Maharashtra","Chandrapur","36765.0","16972.0","5214.0","58951.0"
"120","2015","7","Maharashtra","Chandrapur","43916.0","16589.0","4036.0","64541.0"
"120","2016","7","Maharashtra","Chandrapur","42948.0","15648.0","3395.0","61989.0"
"120","2017","7","Maharashtra","Chandrapur","47331.0","20371.0","5670.0","73372.0"
