"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"96","1994","7","Maharashtra","Thane","2905.0","1177.0","403.0","4485.0"
"96","1995","7","Maharashtra","Thane","2754.0","698.0","1010.0","4462.0"
"96","1996","7","Maharashtra","Thane","3482.0","1888.0","819.0","6189.0"
"96","1997","7","Maharashtra","Thane","3754.0","1231.0","646.0","5631.0"
"96","1998","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0"
"96","1999","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0"
"96","2000","7","Maharashtra","Thane","4467.0","1272.0","894.0","6633.0"
"96","2001","7","Maharashtra","Thane","4840.0","1311.0","998.0","7149.0"
"96","2002","7","Maharashtra","Thane","4425.0","1434.0","1264.0","7123.0"
"96","2003","7","Maharashtra","Thane","4922.0","1685.0","1194.0","7801.0"
"96","2004","7","Maharashtra","Thane","5008.0","1303.0","1286.0","7597.0"
"96","2005","7","Maharashtra","Thane","5350.0","1377.0","1560.0","8287.0"
"96","2006","7","Maharashtra","Thane","5876.0","1310.0","1639.0","8825.0"
"96","2007","7","Maharashtra","Thane","6216.0","1141.0","1667.0","9024.0"
"96","2008","7","Maharashtra","Thane","5467.0","1043.0","862.0","7372.0"
"96","2009","7","Maharashtra","Thane","4821.0","1086.0","920.0","6827.0"
"96","2010","7","Maharashtra","Thane","3209.0","1193.0","738.0","5140.0"
"96","2011","7","Maharashtra","Thane","4390.0","1465.0","887.0","6742.0"
"96","2012","7","Maharashtra","Thane","4172.0","1078.0","936.0","6186.0"
"96","2013","7","Maharashtra","Thane","4886.0","1642.0","1223.0","7751.0"
"96","2014","7","Maharashtra","Thane","5906.0","1528.0","1255.0","8689.0"
"96","2015","7","Maharashtra","Thane","5233.0","1686.0","1187.0","8106.0"
"96","2016","7","Maharashtra","Thane","4714.0","1684.0","1319.0","7717.0"
"96","2017","7","Maharashtra","Thane","4551.0","1806.0","1365.0","7722.0"
"97","1990","7","Maharashtra","Raigad","4242.0","1862.0","1706.0","7810.0"
"97","1991","7","Maharashtra","Raigad","4125.0","1842.0","1552.0","7519.0"
"97","1992","7","Maharashtra","Raigad","4125.0","1842.0","1552.0","7519.0"
"97","1993","7","Maharashtra","Raigad","3611.0","1563.0","1135.0","6309.0"
"97","1994","7","Maharashtra","Raigad","3206.0","1092.0","500.0","4798.0"
"97","1995","7","Maharashtra","Raigad","1242.0","556.0","306.0","2104.0"
"97","1996","7","Maharashtra","Raigad","4380.0","1916.0","468.0","6764.0"
"97","1997","7","Maharashtra","Raigad","5913.0","2717.0","1128.0","9758.0"
"97","1998","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0"
"97","1999","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0"
"97","2000","7","Maharashtra","Raigad","3466.0","1510.0","1243.0","6219.0"
"97","2001","7","Maharashtra","Raigad","3604.0","1505.0","814.0","5923.0"
"97","2002","7","Maharashtra","Raigad","3486.0","1626.0","354.0","5466.0"
"97","2003","7","Maharashtra","Raigad","2600.0","478.0","363.0","3441.0"
"97","2004","7","Maharashtra","Raigad","2689.0","578.0","374.0","3641.0"
"97","2005","7","Maharashtra","Raigad","2651.0","507.0","390.0","3548.0"
"97","2006","7","Maharashtra","Raigad","2912.0","482.0","410.0","3804.0"
"97","2007","7","Maharashtra","Raigad","2474.0","1159.0","1005.0","4638.0"
"97","2008","7","Maharashtra","Raigad","2189.0","843.0","518.0","3550.0"
"97","2009","7","Maharashtra","Raigad","2170.0","342.0","596.0","3108.0"
"97","2010","7","Maharashtra","Raigad","2396.0","1569.0","1182.0","5147.0"
"97","2011","7","Maharashtra","Raigad","2373.0","636.0","428.0","3437.0"
"97","2012","7","Maharashtra","Raigad","2103.0","1076.0","754.0","3933.0"
"97","2013","7","Maharashtra","Raigad","2614.0","1886.0","791.0","5291.0"
"97","2014","7","Maharashtra","Raigad","3424.0","1161.0","635.0","5220.0"
"97","2015","7","Maharashtra","Raigad","2712.0","651.0","489.0","3852.0"
"97","2016","7","Maharashtra","Raigad","2034.0","937.0","712.0","3683.0"
"97","2017","7","Maharashtra","Raigad","858.0","426.0","769.0","2053.0"
"98","1990","7","Maharashtra","Ratnagiri","1072.0","421.0","320.0","1813.0"
"98","1991","7","Maharashtra","Ratnagiri","823.0","420.0","372.0","1615.0"
"98","1992","7","Maharashtra","Ratnagiri","823.0","420.0","372.0","1615.0"
"98","1993","7","Maharashtra","Ratnagiri","806.0","362.0","184.0","1352.0"
"98","1994","7","Maharashtra","Ratnagiri","731.0","343.0","202.0","1276.0"
"98","1995","7","Maharashtra","Ratnagiri","648.0","441.0","321.0","1410.0"
"98","1996","7","Maharashtra","Ratnagiri","772.0","339.0","195.0","1306.0"
"98","1997","7","Maharashtra","Ratnagiri","564.0","397.0","269.0","1230.0"
"98","1998","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0"
"98","1999","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0"
"98","2000","7","Maharashtra","Ratnagiri","1812.0","585.0","468.0","2865.0"
"98","2001","7","Maharashtra","Ratnagiri","2108.0","479.0","339.0","2926.0"
"98","2002","7","Maharashtra","Ratnagiri","1872.0","407.0","334.0","2613.0"
"98","2003","7","Maharashtra","Ratnagiri","1278.0","304.0","182.0","1764.0"
"98","2004","7","Maharashtra","Ratnagiri","578.0","267.0","196.0","1041.0"
"98","2005","7","Maharashtra","Ratnagiri","666.0","284.0","261.0","1211.0"
"98","2006","7","Maharashtra","Ratnagiri","731.0","271.0","274.0","1276.0"
"98","2007","7","Maharashtra","Ratnagiri","1364.0","242.0","228.0","1834.0"
"98","2008","7","Maharashtra","Ratnagiri","727.0","476.0","336.0","1539.0"
"98","2009","7","Maharashtra","Ratnagiri","1024.0","2182.0","477.0","3683.0"
"98","2010","7","Maharashtra","Ratnagiri","1162.0","835.0","381.0","2378.0"
"98","2011","7","Maharashtra","Ratnagiri","1403.0","1071.0","570.0","3044.0"
"98","2012","7","Maharashtra","Ratnagiri","549.0","328.0","272.0","1149.0"
"98","2013","7","Maharashtra","Ratnagiri","1304.0","508.0","454.0","2266.0"
"98","2014","7","Maharashtra","Ratnagiri","966.0","338.0","383.0","1687.0"
"98","2015","7","Maharashtra","Ratnagiri","2956.0","1706.0","897.0","5559.0"
"98","2016","7","Maharashtra","Ratnagiri","1121.0","974.0","557.0","2652.0"
"98","2017","7","Maharashtra","Ratnagiri","693.0","335.0","244.0","1272.0"
"99","1990","7","Maharashtra","Nasik","16234.0","7731.0","5221.0","29186.0"
"99","1991","7","Maharashtra","Nasik","14664.0","8274.0","2990.0","25928.0"
"99","1992","7","Maharashtra","Nasik","14664.0","8274.0","2990.0","25928.0"
"99","1993","7","Maharashtra","Nasik","22363.0","7516.0","2013.0","31892.0"
"99","1994","7","Maharashtra","Nasik","24650.0","10771.0","2796.0","38217.0"
"99","1995","7","Maharashtra","Nasik","19553.0","7705.0","2755.0","30013.0"
"99","1996","7","Maharashtra","Nasik","23852.0","8497.0","2542.0","34891.0"
"99","1997","7","Maharashtra","Nasik","27672.0","10904.0","2400.0","40976.0"
"99","1998","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0"
"99","1999","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0"
"99","2000","7","Maharashtra","Nasik","26243.0","13220.0","4081.0","43544.0"
"99","2001","7","Maharashtra","Nasik","25179.0","12508.0","4280.0","41967.0"
"99","2002","7","Maharashtra","Nasik","23516.0","13349.0","3917.0","40782.0"
"99","2003","7","Maharashtra","Nasik","29635.0","19088.0","5486.0","54209.0"
"99","2004","7","Maharashtra","Nasik","35604.0","24444.0","7422.0","67470.0"
"99","2005","7","Maharashtra","Nasik","35416.0","23377.0","10328.0","69121.0"
"99","2006","7","Maharashtra","Nasik","38898.0","22243.0","10856.0","71997.0"
"99","2007","7","Maharashtra","Nasik","35344.0","18819.0","11690.0","65853.0"
"99","2008","7","Maharashtra","Nasik","40471.0","25961.0","9970.0","76402.0"
"99","2009","7","Maharashtra","Nasik","39386.0","21551.0","14578.0","75515.0"
"99","2010","7","Maharashtra","Nasik","42737.0","23508.0","12370.0","78615.0"
"99","2011","7","Maharashtra","Nasik","36728.0","26259.0","11605.0","74592.0"
"99","2012","7","Maharashtra","Nasik","32265.0","17113.0","9736.0","59114.0"
"99","2013","7","Maharashtra","Nasik","39487.0","25126.0","11905.0","76518.0"
"99","2014","7","Maharashtra","Nasik","43945.0","23302.0","11793.0","79040.0"
"99","2015","7","Maharashtra","Nasik","34075.0","26470.0","13207.0","73752.0"
"99","2016","7","Maharashtra","Nasik","42310.0","27356.0","13552.0","83218.0"
"99","2017","7","Maharashtra","Nasik","46240.0","34408.0","19165.0","99813.0"
"100","1990","7","Maharashtra","Dhule","7714.0","4885.0","2918.0","15517.0"
"100","1991","7","Maharashtra","Dhule","8988.0","5101.0","3180.0","17269.0"
"100","1992","7","Maharashtra","Dhule","8988.0","5101.0","3180.0","17269.0"
"100","1993","7","Maharashtra","Dhule","13319.0","3827.0","1449.0","18595.0"
"100","1994","7","Maharashtra","Dhule","16280.0","6133.0","3232.0","25645.0"
"100","1995","7","Maharashtra","Dhule","10504.0","3500.0","1913.0","15917.0"
"100","1996","7","Maharashtra","Dhule","12668.0","4038.0","1370.0","18076.0"
"100","1997","7","Maharashtra","Dhule","15173.0","5548.0","2116.0","22837.0"
"100","1998","7","Maharashtra","Dhule","-1.0","-1.0","-1.0","-1.0"
"100","1999","7","Maharashtra","Dhule","-1.0","-1.0","-1.0","-1.0"
"100","2000","7","Maharashtra","Dhule","11050.0","3617.0","3063.0","17730.0"
"100","2001","7","Maharashtra","Dhule","15605.0","4822.0","3262.0","23689.0"
"100","2002","7","Maharashtra","Dhule","16205.0","3761.0","2524.0","22490.0"
"100","2003","7","Maharashtra","Dhule","15115.0","4360.0","2742.0","22217.0"
"100","2004","7","Maharashtra","Dhule","19894.0","6240.0","3105.0","29239.0"
"100","2005","7","Maharashtra","Dhule","17310.0","7977.0","5562.0","30849.0"
"100","2006","7","Maharashtra","Dhule","19012.0","7590.0","5847.0","32449.0"
"100","2007","7","Maharashtra","Dhule","25170.0","6804.0","6803.0","38777.0"
"100","2008","7","Maharashtra","Dhule","23164.0","8902.0","5245.0","37311.0"
"100","2009","7","Maharashtra","Dhule","28554.0","11145.0","12026.0","51725.0"
"100","2010","7","Maharashtra","Dhule","32186.0","11035.0","11570.0","54791.0"
"100","2011","7","Maharashtra","Dhule","24063.0","12849.0","10422.0","47334.0"
"100","2012","7","Maharashtra","Dhule","29234.0","9681.0","7941.0","46856.0"
"100","2013","7","Maharashtra","Dhule","30377.0","12679.0","7560.0","50616.0"
"100","2014","7","Maharashtra","Dhule","31535.0","10157.0","8960.0","50652.0"
"100","2015","7","Maharashtra","Dhule","30612.0","15073.0","12251.0","57936.0"
"100","2016","7","Maharashtra","Dhule","29616.0","12300.0","8753.0","50669.0"
"100","2017","7","Maharashtra","Dhule","23009.0","12037.0","8850.0","43896.0"
"101","1990","7","Maharashtra","Jalgaon","25436.0","15757.0","9878.0","51071.0"
"101","1991","7","Maharashtra","Jalgaon","22895.0","10571.0","11441.0","44907.0"
"101","1992","7","Maharashtra","Jalgaon","22895.0","10571.0","11441.0","44907.0"
"101","1993","7","Maharashtra","Jalgaon","25831.0","9770.0","7243.0","42844.0"
"101","1994","7","Maharashtra","Jalgaon","29965.0","14268.0","8755.0","52988.0"
"101","1995","7","Maharashtra","Jalgaon","24812.0","10238.0","8123.0","43173.0"
"101","1996","7","Maharashtra","Jalgaon","26070.0","13969.0","6912.0","46951.0"
"101","1997","7","Maharashtra","Jalgaon","24706.0","14551.0","10332.0","49589.0"
"101","1998","7","Maharashtra","Jalgaon","-1.0","-1.0","-1.0","-1.0"
"101","1999","7","Maharashtra","Jalgaon","-1.0","-1.0","-1.0","-1.0"
"101","2000","7","Maharashtra","Jalgaon","25064.0","12616.0","10637.0","48317.0"
"101","2001","7","Maharashtra","Jalgaon","17357.0","7816.0","10852.0","36025.0"
"101","2002","7","Maharashtra","Jalgaon","26369.0","13232.0","11430.0","51031.0"
"101","2003","7","Maharashtra","Jalgaon","23975.0","11363.0","10057.0","45395.0"
"101","2004","7","Maharashtra","Jalgaon","25298.0","14427.0","12060.0","51785.0"
"101","2005","7","Maharashtra","Jalgaon","21918.0","14677.0","16537.0","53132.0"
"101","2006","7","Maharashtra","Jalgaon","24072.0","13966.0","17384.0","55422.0"
"101","2007","7","Maharashtra","Jalgaon","31580.0","16258.0","21469.0","69307.0"
"101","2008","7","Maharashtra","Jalgaon","37142.0","20410.0","21715.0","79267.0"
"101","2009","7","Maharashtra","Jalgaon","46218.0","22380.0","30473.0","99071.0"
"101","2010","7","Maharashtra","Jalgaon","76824.0","37008.0","45302.0","159134.0"
"101","2011","7","Maharashtra","Jalgaon","32729.0","19153.0","27103.0","78985.0"
"101","2012","7","Maharashtra","Jalgaon","31993.0","13605.0","15362.0","60960.0"
"101","2013","7","Maharashtra","Jalgaon","41755.0","19770.0","18908.0","80433.0"
"101","2014","7","Maharashtra","Jalgaon","50493.0","16816.0","20604.0","87913.0"
"101","2015","7","Maharashtra","Jalgaon","32112.0","20488.0","25769.0","78369.0"
"101","2016","7","Maharashtra","Jalgaon","43359.0","22647.0","23895.0","89901.0"
"101","2017","7","Maharashtra","Jalgaon","32380.0","19209.0","19915.0","71504.0"
"102","1990","7","Maharashtra","Ahmednagar","26597.0","13613.0","6282.0","46492.0"
"102","1991","7","Maharashtra","Ahmednagar","25387.0","11467.0","5129.0","41983.0"
"102","1992","7","Maharashtra","Ahmednagar","25387.0","11467.0","5129.0","41983.0"
"102","1993","7","Maharashtra","Ahmednagar","33316.0","11960.0","3482.0","48758.0"
"102","1994","7","Maharashtra","Ahmednagar","31597.0","13106.0","6025.0","50728.0"
"102","1995","7","Maharashtra","Ahmednagar","21607.0","8660.0","3619.0","33886.0"
"102","1996","7","Maharashtra","Ahmednagar","31666.0","9697.0","4192.0","45555.0"
"102","1997","7","Maharashtra","Ahmednagar","33157.0","13639.0","5236.0","52032.0"
"102","1998","7","Maharashtra","Ahmednagar","-1.0","-1.0","-1.0","-1.0"
"102","1999","7","Maharashtra","Ahmednagar","-1.0","-1.0","-1.0","-1.0"
"102","2000","7","Maharashtra","Ahmednagar","29399.0","15481.0","7780.0","52660.0"
"102","2001","7","Maharashtra","Ahmednagar","37623.0","19118.0","10859.0","67600.0"
"102","2002","7","Maharashtra","Ahmednagar","22800.0","11721.0","8212.0","42733.0"
"102","2003","7","Maharashtra","Ahmednagar","20885.0","14533.0","8136.0","43554.0"
"102","2004","7","Maharashtra","Ahmednagar","38701.0","21944.0","12099.0","72744.0"
"102","2005","7","Maharashtra","Ahmednagar","44985.0","26535.0","17263.0","88783.0"
"102","2006","7","Maharashtra","Ahmednagar","49407.0","25248.0","18147.0","92802.0"
"102","2007","7","Maharashtra","Ahmednagar","37257.0","21669.0","14489.0","73415.0"
"102","2008","7","Maharashtra","Ahmednagar","46543.0","31228.0","15289.0","93060.0"
"102","2009","7","Maharashtra","Ahmednagar","45207.0","33457.0","23475.0","102139.0"
"102","2010","7","Maharashtra","Ahmednagar","50060.0","33731.0","25287.0","109078.0"
"102","2011","7","Maharashtra","Ahmednagar","41595.0","27993.0","17439.0","87027.0"
"102","2012","7","Maharashtra","Ahmednagar","30932.0","20499.0","10430.0","61861.0"
"102","2013","7","Maharashtra","Ahmednagar","45606.0","29578.0","17806.0","92990.0"
"102","2014","7","Maharashtra","Ahmednagar","45771.0","24035.0","16034.0","85840.0"
"102","2015","7","Maharashtra","Ahmednagar","30643.0","28049.0","16712.0","75404.0"
"102","2016","7","Maharashtra","Ahmednagar","55356.0","33904.0","19520.0","108780.0"
"102","2017","7","Maharashtra","Ahmednagar","54876.0","39102.0","24368.0","118346.0"
"103","1990","7","Maharashtra","Pune","21673.0","11815.0","5741.0","39229.0"
"103","1991","7","Maharashtra","Pune","19009.0","8853.0","5873.0","33735.0"
"103","1992","7","Maharashtra","Pune","19009.0","8853.0","5873.0","33735.0"
"103","1993","7","Maharashtra","Pune","28239.0","9725.0","4402.0","42366.0"
"103","1994","7","Maharashtra","Pune","23469.0","8182.0","4259.0","35910.0"
"103","1995","7","Maharashtra","Pune","24135.0","8671.0","3918.0","36724.0"
"103","1996","7","Maharashtra","Pune","27103.0","8501.0","3369.0","38973.0"
"103","1997","7","Maharashtra","Pune","28447.0","12276.0","4956.0","45679.0"
"103","1998","7","Maharashtra","Pune","-1.0","-1.0","-1.0","-1.0"
"103","1999","7","Maharashtra","Pune","-1.0","-1.0","-1.0","-1.0"
"103","2000","7","Maharashtra","Pune","30988.0","13150.0","7746.0","51884.0"
"103","2001","7","Maharashtra","Pune","32365.0","15790.0","8784.0","56939.0"
"103","2002","7","Maharashtra","Pune","26531.0","14180.0","7217.0","47928.0"
"103","2003","7","Maharashtra","Pune","24922.0","13825.0","6957.0","45704.0"
"103","2004","7","Maharashtra","Pune","38758.0","19890.0","11332.0","69980.0"
"103","2005","7","Maharashtra","Pune","36377.0","21225.0","14679.0","72281.0"
"103","2006","7","Maharashtra","Pune","39953.0","20196.0","15430.0","75579.0"
"103","2007","7","Maharashtra","Pune","35403.0","16111.0","15010.0","66524.0"
"103","2008","7","Maharashtra","Pune","48363.0","26817.0","18467.0","93647.0"
"103","2009","7","Maharashtra","Pune","48556.0","31885.0","25947.0","106388.0"
"103","2010","7","Maharashtra","Pune","47195.0","25519.0","20887.0","93601.0"
"103","2011","7","Maharashtra","Pune","50490.0","32862.0","20404.0","103756.0"
"103","2012","7","Maharashtra","Pune","40976.0","21283.0","15320.0","77579.0"
"103","2013","7","Maharashtra","Pune","53638.0","30283.0","21670.0","105591.0"
"103","2014","7","Maharashtra","Pune","53128.0","24543.0","20829.0","98500.0"
"103","2015","7","Maharashtra","Pune","44257.0","29894.0","17105.0","91256.0"
"103","2016","7","Maharashtra","Pune","52366.0","25458.0","18856.0","96680.0"
"103","2017","7","Maharashtra","Pune","52718.0","28575.0","19821.0","101114.0"
"104","1990","7","Maharashtra","Satara","13700.0","6982.0","4734.0","25416.0"
"104","1991","7","Maharashtra","Satara","17609.0","7649.0","5544.0","30802.0"
"104","1992","7","Maharashtra","Satara","17609.0","7649.0","5544.0","30802.0"
"104","1993","7","Maharashtra","Satara","19738.0","5476.0","3832.0","29046.0"
"104","1994","7","Maharashtra","Satara","17045.0","5778.0","3936.0","26759.0"
"104","1995","7","Maharashtra","Satara","13082.0","4165.0","2962.0","20209.0"
"104","1996","7","Maharashtra","Satara","16459.0","3921.0","2478.0","22858.0"
"104","1997","7","Maharashtra","Satara","15960.0","5943.0","4213.0","26116.0"
"104","1998","7","Maharashtra","Satara","-1.0","-1.0","-1.0","-1.0"
"104","1999","7","Maharashtra","Satara","-1.0","-1.0","-1.0","-1.0"
"104","2000","7","Maharashtra","Satara","13776.0","6070.0","5280.0","25126.0"
"104","2001","7","Maharashtra","Satara","18738.0","7623.0","6086.0","32447.0"
"104","2002","7","Maharashtra","Satara","12464.0","5094.0","3943.0","21501.0"
"104","2003","7","Maharashtra","Satara","9103.0","3188.0","2053.0","14344.0"
"104","2004","7","Maharashtra","Satara","17190.0","8310.0","5637.0","31137.0"
"104","2005","7","Maharashtra","Satara","21399.0","10765.0","9061.0","41225.0"
"104","2006","7","Maharashtra","Satara","23503.0","10243.0","9525.0","43271.0"
"104","2007","7","Maharashtra","Satara","18439.0","6843.0","7477.0","32759.0"
"104","2008","7","Maharashtra","Satara","30256.0","15738.0","18281.0","64275.0"
"104","2009","7","Maharashtra","Satara","28443.0","16110.0","13401.0","57954.0"
"104","2010","7","Maharashtra","Satara","24725.0","14411.0","12418.0","51554.0"
"104","2011","7","Maharashtra","Satara","28584.0","15551.0","11402.0","55537.0"
"104","2012","7","Maharashtra","Satara","22209.0","9870.0","8879.0","40958.0"
"104","2013","7","Maharashtra","Satara","24604.0","12875.0","10827.0","48306.0"
"104","2014","7","Maharashtra","Satara","26080.0","12753.0","10754.0","49587.0"
"104","2015","7","Maharashtra","Satara","21694.0","10878.0","8827.0","41399.0"
"104","2016","7","Maharashtra","Satara","28067.0","12113.0","9641.0","49821.0"
"104","2017","7","Maharashtra","Satara","25966.0","14366.0","10695.0","51027.0"
"105","1990","7","Maharashtra","Sangli","19309.0","9404.0","9687.0","38400.0"
"105","1991","7","Maharashtra","Sangli","25313.0","11464.0","9959.0","46736.0"
"105","1992","7","Maharashtra","Sangli","25313.0","11464.0","9959.0","46736.0"
"105","1993","7","Maharashtra","Sangli","23526.0","8369.0","6560.0","38455.0"
"105","1994","7","Maharashtra","Sangli","20584.0","8122.0","8455.0","37161.0"
"105","1995","7","Maharashtra","Sangli","21669.0","7120.0","6661.0","35450.0"
"105","1996","7","Maharashtra","Sangli","15440.0","3732.0","5019.0","24191.0"
"105","1997","7","Maharashtra","Sangli","14694.0","4912.0","8269.0","27875.0"
"105","1998","7","Maharashtra","Sangli","-1.0","-1.0","-1.0","-1.0"
"105","1999","7","Maharashtra","Sangli","-1.0","-1.0","-1.0","-1.0"
"105","2000","7","Maharashtra","Sangli","20026.0","9799.0","8492.0","38317.0"
"105","2001","7","Maharashtra","Sangli","23299.0","10364.0","13784.0","47447.0"
"105","2002","7","Maharashtra","Sangli","12192.0","5590.0","9220.0","27002.0"
"105","2003","7","Maharashtra","Sangli","12501.0","4750.0","6909.0","24160.0"
"105","2004","7","Maharashtra","Sangli","23704.0","13377.0","14627.0","51708.0"
"105","2005","7","Maharashtra","Sangli","26553.0","16228.0","19492.0","62273.0"
"105","2006","7","Maharashtra","Sangli","29163.0","15441.0","20490.0","65094.0"
"105","2007","7","Maharashtra","Sangli","28646.0","19791.0","21881.0","70318.0"
"105","2008","7","Maharashtra","Sangli","34825.0","16368.0","18761.0","69954.0"
"105","2009","7","Maharashtra","Sangli","39544.0","19671.0","17436.0","76651.0"
"105","2010","7","Maharashtra","Sangli","39919.0","23394.0","17342.0","80655.0"
"105","2011","7","Maharashtra","Sangli","34146.0","17782.0","16811.0","68739.0"
"105","2012","7","Maharashtra","Sangli","28826.0","15492.0","12344.0","56662.0"
"105","2013","7","Maharashtra","Sangli","27511.0","13830.0","10553.0","51894.0"
"105","2014","7","Maharashtra","Sangli","32265.0","14858.0","12292.0","59415.0"
"105","2015","7","Maharashtra","Sangli","23163.0","14472.0","11388.0","49023.0"
"105","2016","7","Maharashtra","Sangli","28998.0","16017.0","13139.0","58154.0"
"105","2017","7","Maharashtra","Sangli","30441.0","14841.0","11459.0","56741.0"
"106","1990","7","Maharashtra","Solapur","16564.0","7207.0","5020.0","28791.0"
"106","1991","7","Maharashtra","Solapur","19286.0","8448.0","5743.0","33477.0"
"106","1992","7","Maharashtra","Solapur","19286.0","8448.0","5743.0","33477.0"
"106","1993","7","Maharashtra","Solapur","21433.0","7773.0","4449.0","33655.0"
"106","1994","7","Maharashtra","Solapur","25635.0","11729.0","6801.0","44165.0"
"106","1995","7","Maharashtra","Solapur","21089.0","8694.0","4073.0","33856.0"
"106","1996","7","Maharashtra","Solapur","20972.0","5657.0","2578.0","29207.0"
"106","1997","7","Maharashtra","Solapur","26568.0","10712.0","5748.0","43028.0"
"106","1998","7","Maharashtra","Solapur","-1.0","-1.0","-1.0","-1.0"
"106","1999","7","Maharashtra","Solapur","-1.0","-1.0","-1.0","-1.0"
"106","2000","7","Maharashtra","Solapur","27665.0","11329.0","7286.0","46280.0"
"106","2001","7","Maharashtra","Solapur","31313.0","12279.0","6912.0","50504.0"
"106","2002","7","Maharashtra","Solapur","22705.0","8808.0","5610.0","37123.0"
"106","2003","7","Maharashtra","Solapur","11041.0","5055.0","2436.0","18532.0"
"106","2004","7","Maharashtra","Solapur","33864.0","17558.0","10038.0","61460.0"
"106","2005","7","Maharashtra","Solapur","30915.0","18678.0","14729.0","64322.0"
"106","2006","7","Maharashtra","Solapur","33954.0","17772.0","15483.0","67209.0"
"106","2007","7","Maharashtra","Solapur","31268.0","17133.0","14029.0","62430.0"
"106","2008","7","Maharashtra","Solapur","43221.0","23320.0","19793.0","86334.0"
"106","2009","7","Maharashtra","Solapur","50610.0","36466.0","29166.0","116242.0"
"106","2010","7","Maharashtra","Solapur","44438.0","27779.0","24380.0","96597.0"
"106","2011","7","Maharashtra","Solapur","57784.0","30332.0","25185.0","113301.0"
"106","2012","7","Maharashtra","Solapur","36672.0","18561.0","14149.0","69382.0"
"106","2013","7","Maharashtra","Solapur","55652.0","31444.0","24792.0","111888.0"
"106","2014","7","Maharashtra","Solapur","51159.0","20434.0","18131.0","89724.0"
"106","2015","7","Maharashtra","Solapur","26131.0","15212.0","12144.0","53487.0"
"106","2016","7","Maharashtra","Solapur","56121.0","23370.0","19059.0","98550.0"
"106","2017","7","Maharashtra","Solapur","57103.0","25788.0","17515.0","100406.0"
"107","1990","7","Maharashtra","Kolhapur","21910.0","10097.0","9856.0","41863.0"
"107","1991","7","Maharashtra","Kolhapur","26170.0","11829.0","11014.0","49013.0"
"107","1992","7","Maharashtra","Kolhapur","26170.0","11829.0","11014.0","49013.0"
"107","1993","7","Maharashtra","Kolhapur","24009.0","9781.0","8258.0","42048.0"
"107","1994","7","Maharashtra","Kolhapur","25921.0","9625.0","9320.0","44866.0"
"107","1995","7","Maharashtra","Kolhapur","22510.0","10674.0","10340.0","43524.0"
